ID,WijkenEnBuurten,AfstandTotZiekenhuis_11,AfstandTotZiekenhuis_15
8753,WK053708  ,3.9,4.5
8760,WK092800  ,3.2,4.9
8767,WK092801  ,1.5,8.3
8774,WK092802  ,3,8.7
8782,WK159801  ,6.5,13.7
8796,WK159802  ,6.9,13.3
8800,WK159803  ,9.3,9.4
8804,WK159804  ,8.1,8.1
8808,WK159805  ,4.6,4.6
8816,WK159806  ,7.7,12.4
8827,WK159807  ,8.8,8.8
8837,WK159808  ,8.8,8.8
8846,WK159809  ,5.4,5.4
8849,WK159810  ,9.8,9.8
8853,WK054200  ,1.5,5.8
8861,WK193100  ,9.2,12.2
8874,WK193101  ,5.1,8
8885,WK193102  ,5.1,9.5
8889,WK193103  ,5.8,5.9
8891,WK193104  ,5.8,12.6
8898,WK193105  ,5.3,13.9
8904,WK193106  ,4.3,15.5
8906,WK193107  ,10.1,12.3
8909,WK193108  ,6.9,6.9
8921,WK193110  ,8,8
8931,WK193111  ,4.7,11.2
8934,WK193112  ,1.2,15.7
8942,WK165900  ,5.8,6.9
8948,WK165901  ,3.6,3.7
8954,WK165902  ,7.2,7.2
8958,WK165903  ,9.8,10
8962,WK198201  ,13.9,14
8970,WK198202  ,13.6,13.6
8978,WK198203  ,14.3,14.5
8982,WK198204  ,16.1,16.2
8985,WK198205  ,15.5,15.5
8988,WK198206  ,12.6,12.7
8992,WK198207  ,12.7,12.7
8995,WK198208  ,11.2,11.2
9003,WK198209  ,10.4,10.6
9006,WK198210  ,12.9,13
9016,WK198211  ,10.7,10.7
9019,WK198212  ,7.2,7.2
9022,WK198213  ,7.7,7.7
9026,WK198214  ,5,5
9029,WK198215  ,11,11
9032,WK198216  ,14.4,14.5
9035,WK198217  ,10.4,10.4
9039,WK198218  ,5.1,5.1
9042,WK198219  ,2.1,2.2
9045,WK198220  ,12.2,13.9
9048,WK198221  ,7.5,7.5
9051,WK198222  ,3.5,3.5
9063,WK198223  ,8.5,8.5
9066,WK198224  ,5.7,5.7
9069,WK198225  ,10.9,11.5
9072,WK198226  ,10.4,10.4
9075,WK198227  ,7.9,7.9
9078,WK198228  ,9.5,9.5
9081,WK198229  ,11.5,11.5
9084,WK198230  ,6.9,6.9
9087,WK198231  ,10.5,10.5
9090,WK198232  ,7.7,7.7
9093,WK198233  ,8.4,8.4
9097,WK088200  ,5.4,5.5
9111,WK088201  ,6.3,7.5
9118,WK088202  ,6.6,9.3
9128,WK041501  ,4.5,4.5
9130,WK041502  ,6,6
9132,WK041503  ,3.9,3.9
9142,WK162111  ,3.3,7.6
9145,WK162112  ,3.1,8.9
9149,WK162113  ,2.7,7.9
9153,WK162114  ,2.9,6.7
9155,WK162115  ,4.9,7.7
9161,WK162121  ,0.7,7.9
9166,WK162122  ,1.9,9.3
9172,WK162123  ,1,8.3
9176,WK162124  ,3.2,8.5
9178,WK162125  ,1.9,6.7
9183,WK162126  ,1.8,6.6
9188,WK162127  ,1.7,7.2
9193,WK162128  ,3.1,6
9200,WK162131  ,7,9.4
9206,WK162132  ,7.6,9.9
9213,WK162133  ,6.5,8.4
9220,WK041703  ,2.4,2.4
9232,WK008010  ,2.3,2.3
9241,WK008011  ,1.5,1.5
9251,WK008020  ,2.9,2.9
9261,WK008030  ,3.6,3.6
9269,WK008031  ,5,5
9272,WK008032  ,3.2,3.2
9276,WK008040  ,1.6,1.6
9281,WK008041  ,2.2,2.2
9292,WK008050  ,3.2,3.2
9296,WK008051  ,4.8,4.8
9302,WK008060  ,4.4,4.4
9306,WK008061  ,4.2,4.2
9309,WK008062  ,6.8,6.8
9320,WK008063  ,10.5,10.5
9328,WK008070  ,1.5,1.5
9333,WK008071  ,2.9,2.9
9335,WK008072  ,3.8,3.8
9339,WK008073  ,3.7,3.7
9345,WK008074  ,3.8,3.8
9351,WK008080  ,7.5,7.5
9360,WK008081  ,11.2,11.2
9378,WK008082  ,13.2,13.2
9389,WK054600  ,2.6,2.6
9394,WK054601  ,2.6,2.6
9405,WK054602  ,1.4,1.4
9407,WK054603  ,2.3,2.3
9411,WK054604  ,3.3,3.3
9422,WK054605  ,3.3,3.3
9431,WK054606  ,2,2
9435,WK054607  ,0.9,0.9
9441,WK054608  ,3.7,3.7
9448,WK054609  ,3.7,3.7
9454,WK054700  ,1.6,1.6
9465,WK054701  ,2.4,2.4
9469,WK054702  ,2.5,2.5
9474,WK191601  ,1.2,1.2
9480,WK191602  ,1.8,1.8
9483,WK191603  ,2.1,2.1
9487,WK191604  ,4.7,5.2
9490,WK191605  ,2.4,2.4
9496,WK191606  ,1.2,1.2
9500,WK191607  ,1.6,1.6
9506,WK191608  ,1.5,1.6
9512,WK191609  ,1.1,2.2
9516,WK191610  ,0.6,2.7
9520,WK191611  ,1.3,2.4
9523,WK191612  ,0.7,0.7
9527,WK191613  ,1.9,2.2
9531,WK099501  ,3.3,3.3
9546,WK099502  ,2.8,2.8
9556,WK099503  ,1.8,1.8
9565,WK099504  ,2.9,2.9
9577,WK099505  ,2,2
9586,WK099506  ,4,4
9603,WK099507  ,1.8,1.8
9618,WK099508  ,5.1,5.1
9628,WK099509  ,0.9,0.9
9634,WK099510  ,8.5,8.5
9666,WK099511  ,3.3,3.3
9679,WK164000  ,11.5,12.2
9682,WK164001  ,6.7,16.1
9685,WK164002  ,9.2,13.2
9688,WK164003  ,8.5,13.6
9691,WK164004  ,10.4,10.5
9694,WK164005  ,9.2,9.2
9697,WK164006  ,9.8,9.8
9700,WK164007  ,6.2,6.2
9703,WK164008  ,8.7,10.3
9706,WK164009  ,7.1,9.8
9709,WK164010  ,4.6,12.2
9712,WK164011  ,6,8
9715,WK164012  ,4.9,10.4
9718,WK164013  ,2.6,11.4
9721,WK164014  ,2.1,14.1
9724,WK164015  ,0.6,13.8
9728,WK032700  ,1.4,8
9739,WK032701  ,1.2,7.7
9750,WK032702  ,3.2,7.5
9754,WK032703  ,6.5,11.4
9757,WK032704  ,3.9,7
9759,WK032705  ,1.8,8.1
9763,WK170500  ,5.2,10.8
9777,WK170501  ,10.6,13
9785,WK170502  ,4.8,9.4
9800,WK170503  ,       .,       .
9802,WK170504  ,8.3,12.1
9805,WK170505  ,10.4,10.5
9808,WK170506  ,7.4,12.5
9811,WK170507  ,2.7,9.2
9814,WK055301  ,3.4,12.3
9820,WK055302  ,4.2,12.7
9826,WK055303  ,4.2,12.9
9834,WK055304  ,2.5,11.1
9841,WK026200  ,1.5,15.8
9849,WK026201  ,3.7,16.7
9855,WK026202  ,7.2,16.5
9863,WK026203  ,4.6,17.7
9868,WK026204  ,7.4,7.4
9876,WK026205  ,10.7,11.7
9884,WK080910  ,6.1,6.1
9899,WK080920  ,4.8,4.8
9909,WK080930  ,7,7
9918,WK080940  ,8.4,8.4
9921,WK033100  ,8.1,12.6
9937,WK016800  ,8.2,10.6
9942,WK016801  ,8.4,8.4
9946,WK016802  ,11.9,12.2
9949,WK016803  ,5.7,15.5
9952,WK016804  ,8.6,19.9
9956,WK026300  ,8.8,14.6
9966,WK026301  ,9.2,12.8
9972,WK026302  ,6.6,9.8
9976,WK026303  ,12.4,21.2
9980,WK026304  ,6.6,17.3
9986,WK164100  ,4.2,10.8
9990,WK164101  ,6.5,6.8
9993,WK164102  ,6.5,15.2
9996,WK164103  ,4.7,17.3
9999,WK164104  ,2,14.4
10002,WK164105  ,6.1,9.7
10006,WK164106  ,7.6,7.7
10008,WK164107  ,5.1,12.3
10011,WK199101  ,2.7,2.7
10033,WK199102  ,5.7,5.7
10037,WK199103  ,9.5,9.5
10040,WK199104  ,8.7,9.2
10045,WK199105  ,11.4,11.7
10048,WK199106  ,6.3,6.5
10057,WK055601  ,2.4,9.6
10059,WK055602  ,1.7,9.8
10063,WK055603  ,2.5,8.9
10067,WK055604  ,1.2,10.6
10073,WK055605  ,1.8,11.7
10076,WK055606  ,2.8,12
10079,WK055607  ,3.9,8.6
10082,WK055608  ,2,11.6
10085,WK093500  ,2,3.3
10093,WK093501  ,2.2,4
10100,WK093502  ,1.3,5.6
10111,WK093503  ,2.5,4.8
10117,WK093504  ,1.7,3
10125,WK093505  ,6.9,8.1
10130,WK093506  ,1.5,1.6
10137,WK042001  ,18.1,18.6
10148,WK042002  ,16.3,16.3
10151,WK042003  ,13.6,13.6
10154,WK042004  ,13.4,13.4
10156,WK042005  ,11.8,11.8
10159,WK042006  ,9.5,9.5
10162,WK042007  ,8.7,8.7
10165,WK042008  ,6.2,6.2
10175,WK042009  ,5.1,5.1
10178,WK042010  ,7.6,7.6
10182,WK042011  ,11.2,11.2
10185,WK042012  ,12.6,12.6
10188,WK042013  ,10.3,10.3
10190,WK042014  ,10,10.2
10194,WK042015  ,12.6,15
10203,WK042016  ,9.5,18.5
10215,WK093800  ,5.1,7.8
10221,WK093801  ,8.1,10.9
10224,WK093802  ,7.4,9.2
10233,WK194801  ,8.2,10.1
10247,WK194802  ,9.9,15.1
10277,WK194803  ,12,14.1
10296,WK194804  ,9.1,9.1
10331,WK011900  ,2.7,2.7
10335,WK011901  ,3.6,3.6
10338,WK011902  ,3.2,3.2
10342,WK011903  ,3.9,3.9
10347,WK011904  ,4.8,4.8
10350,WK011905  ,2.1,2.1
10353,WK011906  ,1.5,1.5
10358,WK011907  ,6,6
10361,WK011908  ,1.8,1.8
10363,WK011909  ,4.7,4.7
10366,WK011910  ,4.2,4.2
10372,WK011911  ,4,4
10376,WK011912  ,8.5,9.1
10387,WK011913  ,3.9,3.9
10392,WK068700  ,0.9,8.1
10398,WK068710  ,1.9,8.3
10402,WK068711  ,1.9,9
10406,WK068712  ,1.9,9.2
10408,WK068713  ,2.3,9.4
10411,WK068714  ,3.9,11
10415,WK068715  ,1.5,8.8
10417,WK068716  ,2.5,9.7
10420,WK068717  ,4.7,12
10424,WK068718  ,2.9,8.4
10428,WK068719  ,3.9,11.2
10431,WK068720  ,1.4,6.8
10437,WK068729  ,2.5,5.5
10442,WK068730  ,1.4,7.6
10450,WK068731  ,1,8.6
10455,WK068732  ,2.8,10
10458,WK068739  ,2.1,8.9
10462,WK068740  ,4.4,10
10464,WK068749  ,5.6,10.9
10471,WK068750  ,5.1,12
10480,WK068751  ,6,13.3
10482,WK068752  ,7.9,14.4
10484,WK068753  ,       .,       .
10486,WK068759  ,6,12.7
10489,WK184200  ,2.6,2.6
10497,WK184201  ,4,9
10505,WK173100  ,15.3,15.3
10511,WK173101  ,13.2,13.2
10515,WK173102  ,8.2,8.2
10519,WK173103  ,13.3,13.3
10522,WK173104  ,12.7,12.7
10525,WK173105  ,11.9,11.9
10528,WK173106  ,11.6,11.9
10533,WK173107  ,7.8,8.1
10538,WK173108  ,17.3,17.8
10543,WK173109  ,18,18
10547,WK173110  ,16.2,16.2
10551,WK173111  ,19.6,19.6
10554,WK173112  ,13.7,13.7
10557,WK173113  ,11.2,11.2
10559,WK173114  ,14.3,14.3
10562,WK173115  ,20.2,20.2
10565,WK173116  ,17,17
10571,WK195201  ,11.5,15.5
10579,WK195202  ,12,15.9
10590,WK195203  ,10.6,16.7
10597,WK195204  ,10.3,14.9
10607,WK195205  ,7.9,17.8
10610,WK195206  ,13.3,16.1
10615,WK195207  ,11.2,13.8
10618,WK195208  ,7.6,10
10624,WK195209  ,10.7,10.8
10632,WK195210  ,12.2,14.4
10637,WK195211  ,13.6,14.8
10641,WK195212  ,14.3,14.3
10645,WK195213  ,15.3,15.3
10649,WK195214  ,14.6,14.6
10652,WK195215  ,12.7,12.7
10656,WK195216  ,12.9,14.8
10661,WK195217  ,10.5,15.8
10664,WK195218  ,4.6,13.4
10671,WK195219  ,8.1,8.1
10674,WK195220  ,8.3,10.4
10680,WK195221  ,6.3,10.3
10684,WK170900  ,11.1,18.5
10694,WK170901  ,15.6,16.2
10697,WK170902  ,11.5,15.4
10700,WK170903  ,11.7,20.7
10706,WK170904  ,15.7,15.8
10710,WK170905  ,8.3,17.3
10713,WK170906  ,4.6,15
10717,WK170907  ,9.6,15.8
10723,WK170908  ,11.2,18.5
10726,WK170909  ,16.1,22.4
10731,WK170910  ,14.4,20.5
10735,WK197801  ,5.3,5.3
10744,WK197802  ,6.6,6.6
10751,WK197803  ,8.5,8.6
10760,WK197804  ,6.4,6.4
10771,WK197805  ,7.2,11
10776,WK197806  ,4.6,15.8
10786,WK197807  ,6,6
10793,WK197808  ,6.3,6.3
10798,WK197809  ,6.3,9.2
10803,WK197810  ,3.8,14.3
10808,WK197811  ,7.8,7.8
10815,WK197812  ,9.9,12.7
10823,WK197813  ,3,13.8
10826,WK197814  ,9.8,9.9
10835,WK197815  ,8.6,10.6
10846,WK197816  ,8.4,8.4
10852,WK197817  ,3.3,3.3
10858,WK197818  ,10.3,12.7
10862,WK197819  ,4.8,14.9
10864,WK197820  ,4,4
10870,WK195500  ,9.6,11.1
10882,WK195501  ,8.7,9.1
10890,WK195502  ,5.4,5.4
10901,WK033500  ,7.7,7.7
10904,WK033501  ,4.5,4.5
10911,WK033502  ,7.9,7.9
10917,WK094400  ,8.7,8.7
10921,WK094401  ,12.1,12.1
10925,WK174000  ,8.3,14
10932,WK174001  ,10.4,11.3
10941,WK174002  ,11.2,18
10947,WK094601  ,5.7,5.7
10952,WK094602  ,6.5,6.5
10955,WK094603  ,9.2,9.3
10961,WK094604  ,6.9,6.9
10964,WK094605  ,11.3,11.4
10968,WK035601  ,2.1,2.1
10972,WK035602  ,3,3
10975,WK035603  ,2,2
10979,WK035604  ,3.2,3.2
10983,WK035605  ,0.8,0.8
10987,WK035606  ,4,4
10989,WK035607  ,4.3,4.3
10991,WK035608  ,4.4,4.4
10996,WK035610  ,2.4,2.4
11000,WK035611  ,2.4,2.4
11003,WK035612  ,3.2,3.2
11005,WK035613  ,3.4,3.4
11008,WK035614  ,1.7,1.7
11010,WK035615  ,1.6,1.6
11012,WK035616  ,2.8,2.8
11014,WK035618  ,5,5
11016,WK035620  ,5.4,5.6
11019,WK035621  ,3.2,3.2
11021,WK035622  ,3.5,3.5
11023,WK035623  ,2.2,2.2
11025,WK035624  ,1.1,1.1
11027,WK035625  ,3.1,3.1
11030,WK056900  ,9.5,17.4
11040,WK056901  ,8.1,16
11046,WK056902  ,9.2,16.7
11053,WK056903  ,7.6,14.7
11062,WK026701  ,1.5,12.7
11081,WK026702  ,5.2,15.6
11086,WK026703  ,2.7,10.4
11090,WK026704  ,4.8,10.9
11093,WK026705  ,5.4,8.6
11101,WK026801  ,3,3
11104,WK026802  ,2.6,2.6
11113,WK026803  ,3.5,3.5
11116,WK026804  ,3,3
11121,WK026805  ,1.6,1.6
11127,WK026806  ,1.8,1.8
11132,WK026807  ,3.5,3.5
11142,WK026808  ,5.2,5.2
11150,WK026809  ,2.4,7.2
11155,WK193001  ,0.9,0.9
11162,WK193002  ,2.5,2.5
11165,WK193003  ,2.6,2.6
11168,WK193004  ,1.9,1.9
11170,WK193005  ,1.9,1.9
11175,WK193006  ,0.4,0.4
11179,WK193007  ,1.3,1.3
11183,WK193008  ,1.5,1.5
11189,WK193009  ,1.4,1.4
11195,WK193010  ,1.1,1.1
11200,WK193011  ,3,3
11203,WK193012  ,2.5,2.5
11210,WK193013  ,3.2,3.2
11212,WK193014  ,2.2,2.2
11224,WK193015  ,3.2,3.2
11231,WK193016  ,       .,       .
11233,WK193017  ,3.9,3.9
11242,WK193025  ,7.4,8.3
11247,WK193027  ,6.5,6.5
11251,WK193029  ,8.8,9.7
11254,WK193031  ,8.5,8.6
11260,WK193033  ,7,7
11263,WK193050  ,3.5,3.5
11268,WK197000  ,25.8,25.8
11281,WK197001  ,31.3,31.3
11291,WK197002  ,30.7,30.7
11297,WK197003  ,35.5,35.5
11305,WK197004  ,34.1,34.1
11310,WK197005  ,33.3,33.3
11319,WK197006  ,26.5,26.5
11328,WK197007  ,29.9,29.9
11335,WK197008  ,20.4,20.4
11343,WK197009  ,16.1,16.1
11346,WK197010  ,18.1,18.1
11356,WK197011  ,24.8,24.8
11359,WK197012  ,27.4,27.4
11369,WK197013  ,24.3,24.3
11375,WK197014  ,21.3,21.3
11381,WK169500  ,15,15
11385,WK169501  ,13.8,16
11388,WK169502  ,12.7,12.8
11391,WK169503  ,18.2,23.4
11395,WK169504  ,20.2,20.3
11398,WK169505  ,17.7,17.7
11402,WK169900  ,13.9,13.9
11413,WK169901  ,15.2,15.2
11419,WK169903  ,13.8,15.9
11430,WK169904  ,15.3,16.8
11437,WK169906  ,8.8,8.8
11443,WK017101  ,1.9,35.2
11462,WK017102  ,8.3,31.9
11466,WK017103  ,10.5,31.7
11469,WK017104  ,9.3,29.2
11473,WK017105  ,15,27.9
11478,WK017106  ,11.9,28.8
11482,WK017107  ,9.4,28.3
11486,WK017108  ,5.9,32.2
11490,WK017109  ,8.7,37.9
11494,WK017110  ,11.9,34
11498,WK017111  ,6.9,28.2
11502,WK017112  ,       .,       .
11505,WK057500  ,7.5,11
11514,WK057501  ,6.3,9.7
11529,WK057502  ,6.1,11.5
11536,WK057503  ,5.3,12.4
11548,WK057504  ,6.2,13.2
11552,WK057505  ,4,11.4
11556,WK082000  ,5.9,5.9
11563,WK082001  ,6.7,6.7
11566,WK082002  ,6.1,6.1
11570,WK030200  ,13.6,14.1
11580,WK030201  ,13.5,15.5
11587,WK057901  ,1.7,1.7
11590,WK057902  ,2.6,2.6
11596,WK057903  ,3.4,3.4
11599,WK057904  ,3.9,3.9
11604,WK057905  ,3,3
11608,WK082300  ,11.8,14.6
11617,WK082301  ,10.2,14.6
11620,WK082302  ,15.3,15.3
11624,WK082303  ,15.1,15.2
11628,WK082401  ,3.9,8.4
11630,WK082402  ,1.5,8.6
11633,WK082403  ,2.6,6.6
11635,WK082404  ,4,11.8
11638,WK082405  ,5.9,7.3
11640,WK082406  ,2.6,10.3
11642,WK082407  ,3.9,7.5
11644,WK082408  ,1.1,8
11648,WK082409  ,1.3,9.7
11653,WK082410  ,2.6,9.3
11655,WK082411  ,2.5,10.5
11659,WK082412  ,2.1,9.7
11661,WK082413  ,1.3,9.2
11664,WK082414  ,6,9.7
11666,WK082415  ,6.3,8.2
11668,WK082416  ,2.1,8.5
11670,WK082417  ,2.9,10.4
11672,WK082418  ,1.5,9.1
11674,WK082419  ,       .,       .
11676,WK082420  ,5.4,12.1
11683,WK189500  ,7.6,7.6
11694,WK189501  ,10.7,10.7
11700,WK189502  ,17.7,17.7
11703,WK189503  ,12,12
11708,WK189504  ,16.7,16.7
11710,WK189505  ,20.4,20.4
11714,WK189506  ,2.9,2.9
11721,WK189507  ,5.9,5.9
11725,WK189508  ,4.3,4.3
11731,WK189509  ,6.4,6.4
11740,WK189510  ,8.9,8.9
11745,WK026900  ,14.4,18.4
11755,WK026901  ,9.7,11.6
11767,WK026902  ,11.3,20.1
11775,WK017301  ,0.8,12.1
11777,WK017302  ,0.6,11.7
11779,WK017303  ,1.4,12.4
11781,WK017304  ,1.6,12.9
11783,WK017305  ,1.2,12.5
11785,WK017306  ,1.2,10.8
11787,WK017307  ,3.6,9.4
11789,WK017308  ,2,10.4
11791,WK017309  ,3.2,10.6
11793,WK017310  ,3.8,10.9
11795,WK017311  ,2.9,12.8
11797,WK017312  ,3,14
11799,WK017313  ,2.9,14.1
11801,WK017314  ,2.4,13.7
11804,WK177301  ,11.8,12.5
11810,WK177302  ,9.7,16.7
11815,WK177303  ,9.5,9.7
11818,WK177304  ,11.1,11.1
11821,WK177305  ,9.7,15.6
11824,WK177306  ,10.6,14.5
11826,WK177307  ,12.2,15.3
11829,WK177308  ,9.1,9.1
11831,WK177309  ,7.1,15.6
11833,WK177310  ,6.5,18.3
11835,WK177311  ,11.7,12.5
11837,WK177312  ,11.3,12
11840,WK017501  ,1.6,16.7
11867,WK017502  ,4,13.9
11870,WK017503  ,8.9,10.8
11872,WK017504  ,6.8,10.6
11876,WK017505  ,9.6,21.3
11878,WK017506  ,6.1,21.5
11880,WK017507  ,9.3,22.9
11884,WK017508  ,7.4,10.9
11887,WK017509  ,6.4,19
11890,WK017510  ,9.6,18.7
11893,WK017511  ,6.3,19.8
11898,WK158601  ,11.4,11.4
11915,WK158602  ,15.2,15.2
11918,WK158603  ,15.3,15.4
11921,WK158604  ,9.6,9.6
11924,WK158605  ,7.9,7.9
11927,WK158606  ,9.3,10
11943,WK158607  ,15.3,15.4
11947,WK082600  ,1.1,1.1
11949,WK082601  ,1.9,1.9
11953,WK082602  ,2.2,2.2
11956,WK082603  ,1.1,1.1
11959,WK082604  ,0.8,0.8
11962,WK082605  ,3.5,3.5
11969,WK082606  ,1.9,1.9
11978,WK082607  ,3.6,3.6
11983,WK082608  ,3.7,3.7
11986,WK082609  ,2.3,2.3
11990,WK082610  ,5.1,5.1
11993,WK082611  ,5.1,5.1
11996,WK082612  ,3.8,3.8
12000,WK082613  ,5.3,5.3
12006,WK008501  ,19.3,19.9
12018,WK008502  ,16,16
12022,WK008503  ,22.2,24.6
12025,WK008504  ,22.6,23.4
12028,WK008505  ,20.3,20.7
12031,WK008506  ,19.9,20.1
12040,WK008507  ,23.8,23.8
12043,WK008508  ,20.3,20.3
12046,WK008509  ,20.7,21
12049,WK008510  ,16.9,17.7
12053,WK008511  ,21.2,21.2
12072,WK008512  ,19,19.6
12075,WK008513  ,16.6,16.6
12079,WK043100  ,5.5,5.5
12085,WK043200  ,10.4,11.8
12092,WK043201  ,11.7,14.1
12097,WK043202  ,13.9,13.9
12100,WK008601  ,13.7,13.7
12104,WK008602  ,7.4,7.4
12114,WK008604  ,8.4,8.4
12117,WK008605  ,12.1,12.8
12126,WK008606  ,12.7,12.7
12129,WK008607  ,9,9.7
12132,WK008608  ,6.9,7.6
12135,WK008609  ,12,12
12138,WK008610  ,6.6,7.3
12141,WK008611  ,11,11
12144,WK008613  ,11.2,11.2
12147,WK008614  ,12.3,12.8
12150,WK008615  ,10.9,11.6
12153,WK008616  ,6.3,6.3
12161,WK008617  ,12.1,12.1
12166,WK082800  ,2.1,13.3
12170,WK082801  ,2.7,13.3
12178,WK082802  ,3.1,11.6
12182,WK082803  ,1.4,11.9
12191,WK082804  ,3.3,14.5
12197,WK082805  ,4.4,14.3
12202,WK082806  ,2,12.7
12212,WK082807  ,2.8,14.2
12223,WK082808  ,4,15.1
12228,WK082809  ,2.9,10.2
12234,WK082810  ,5,13.1
12240,WK082811  ,8.6,17.1
12244,WK082812  ,6.7,17.3
12248,WK082813  ,9.2,18.2
12252,WK082814  ,12.5,15.8
12258,WK082815  ,10.4,12.7
12262,WK082816  ,13.8,15.3
12266,WK082817  ,11.3,17.7
12272,WK082818  ,9.7,20.8
12276,WK082819  ,7.4,18.8
12281,WK082820  ,9.2,18.1
12284,WK082821  ,10.5,17.1
12290,WK082822  ,5.4,14.8
12296,WK150900  ,9.4,12.3
